qid,question,answer,generated_answer,factuality,faithfulness,collapsed,,備考
QA20CAPR-0995,略称をEEZという、領海の基線から200海里までの、沿岸国が経済的な権利を持つ範囲のことを漢字七文字で何というでしょう?,排他的経済水域,外縁水域(海洋),,,,,
QA20CAPR-0997,かつて電気が無い時代に、最後の出演者がろうそくの芯を叩いて火を消していたことに由来する、落語で、トリを務める最も高い階級の人を指す言葉といえば何でしょう?,真打,"三番叟(さんばんそう)です。
",,,,,
QA20CAPR-0999,ニューヨークのマンハッタンにある、演劇のメッカである大通りを何というでしょう?,ブロードウェイ (ニューヨーク),"ブロードウェイ・ストリートです。
",,,,,
QA20QBIK-0001,アラビア語で「神の党」という意味がある、イスラム教シーア派の組織といえば何?,ヒズボラ,イランイスラム革命防衛隊(I.H.R.),,,,,
QA20QBIK-0003,プロ野球の中日ドラゴンズの本拠地球場はどこ?,ナゴヤドーム,"ナゴヤドームです。
",,,,,
QA20QBIK-0005,小麦と水などを練り合わせて作る、マカロニ、ラザニア、スパゲティなど、イタリアの食品を総称して何という?,パスタ,イタリアンパスタ イタリアンライス イタリアンヌードル イタリアンチーズ イタリアンソース イタリアンドルチェ イタリアンプリン イタリアンケーキ イタリアンブレッド イタリアンシュー イタリアンソーセージ イタリアンハム イタリアンサラミ イタリアンペストリー イタリアンフォカッチャ イタリアンドルチェ イタリアンプリン イタリアンシュー イタリアンサラミ イタリアンソーセージ イタリアンハム イタリアンフォカッチャ イタリアンロール イタリアンピザ イタリアンパニーニ イタリアンパン イタリアンドルチェ イタリアンプリン イタリアンシュー イタリアンフォカッチャ イタリアンロール イタリアンピザ イタリアンパニーニ イタリアンロール イタリア,,,,,
QA20QBIK-0007,インタビューなどの一部を公表しない「オフレコ」の「レコ」は何の略?,レコード,"サイレンス・ジャーナリズムの略です。
",,,,,
QA20QBIK-0009,主人公がゾンビと戦うという内容のカプコンのホラーゲームシリーズは何?,バイオハザード (ゲーム),"バイオハザードシリーズ。
",,,,,
QA20QBIK-0011,高緯度で多く見られる、太陽から放出されたプラズマが大気圏に突入して光が発生する現象を何という?,オーロラ,"オーロラ(大気圏内オーロラ)。
",,,,,
QA20QBIK-0013,略して「OED」と呼ばれる世界最大の英語辞典を発行しているのはどこの大学の出版局?,オックスフォード大学,"オックスフォード大学出版局です。
",,,,,
QA20QBIK-0015,9世紀のギリシャ人宣教師の名前に由来する、現在のロシア文字のもとになった文字といえば何?,キリル文字,"キリル文字(ロシア語)。
",,,,,
QA20QBIK-0017,「勝利」「平和」「航海」という意味の言葉を由来とする、長崎県に本拠地を置くJリーグのチームの名前は何?,V・ファーレン長崎,"V・ファーレン長崎です。
",,,,,
QA20QBIK-0019,主人公ダルタニアンが、3人の剣士、アトス、アラミス、ポルトスとともに活躍する姿を描いた、デュマの小説は何?,三銃士,"三銃士 (小説) です。
",,,,,
QA20QBIK-0021,美しい町並みから「東の軽井沢、西のココ」と並び称される、夏の映画祭でも親しまれる大分県の温泉町はどこ?,湯布院町,"湯布院温泉です。
",,,,,
QA20QBIK-0023,ニューヨーク州のニックネームにちなんで名付けられた、マンハッタン5番街に建つ102階建ての超高層ビルは何?,エンパイア・ステート・ビルディング,クライスラービル,,,,,
QA20QBIK-0025,新選組の近藤勇や土方歳三ら多くの隊士が学んだ、「天に象り、地に法り、以て剣理を究める」を真髄とする総合武術の流派といえば何?,天然理心流,天然居合術(抜刀術),,,,,
QA20QBIK-0027,京都を舞台に、生き別れになった女性の双子の姉妹の数奇な運命を描いた、川端康成の小説のタイトルは何?,古都 (小説),"雪国」です。
",,,,,
QA20QBIK-0029,紀元前3世紀頃のギリシャ生まれの学者で、夏至の日の太陽の角度から地球の直径を測定したり素数の判定方法にその名を残す人物は誰?,エラトステネス,"アルキメデス アルキメデスは、数学や物理学の発展に大きな影響を与えました。
彼の研究は、幾何学、三角法、およびその他の多くの科学的な分野の基礎となりました。
彼はまた、天文学や暦学にも重要な役割を果たしました。
",,,,,
QA20QBIK-0031,アゴヒゲ、タテゴト、ゼニガタ、ゴマフなどの種類がある、海に棲むほ乳類は何?,アザラシ,マンジュウモウクジラ,,,,,
QA20QBIK-0033,春の夜空に浮かぶ「春の大三角形」を構成する3つの星は、乙女座のスピカ、うしかい座のアークトゥルスとしし座の何?,デネボラ,プレアデス星団,,,,,
QA20QBIK-0035,「花は桜木、人は武士」「門松は冥土の旅の一里塚」などの言葉をのこしたといわれる、室町時代の僧侶は誰?,一休宗純,一休宗純,,,,,
QA20QBIK-0037,上部が水平に広がった積乱雲のことを、ある大工道具に見立てて何雲という?,かなとこ雲,モクモク雲(積雲),,,,,
QA20QBIK-0039,スイスのヴィンタートゥールに本部を置く地球の未来に関する民間研究団体で、その名は1968年に第1回会合が開かれた都市にちなむのは何?,ローマクラブ,ジュネーブ,,,,,
QA20QBIK-0041,童謡『待ちぼうけ』『あわて床屋』『ふるさと』に共通して歌われる動物は何?,ウサギ,"犬 童謡『待ちぼうけ』では、犬が登場します。
 『あわて床屋』では、猫が登場します。
 『ふるさと』では、牛が登場します。
",,,,,
QA20QBIK-0043,現在の台長を常田佐久が務める、東京都三鷹市に本部を置く天文に関する研究施設は何?,国立天文台,"国立天文台三鷹キャンパスです。
",,,,,
QA20QBIK-0045,アルミニウムに銅、マグネシウム、亜鉛を混ぜて作られる、軽くて丈夫なことから飛行機の機体などに用いられる合金は何?,ジュラルミン,"ジュラルミンです。
",,,,,
QA20QBIK-0047,「つる性植物の女王」などと呼ばれるキンポウゲ科の花は何?,クレマチス,コマクサ,,,,,
QA20QBIK-0049,ドーナツ状にした生地を一旦ゆでてからオーブンで焼き上げる、モチモチとした食感が特徴のパンは何?,ベーグル,"フォカッチャ。
",,,,,
QA20QBIK-0051,ドイツの哲学者ニーチェが著書『道徳の系譜』で定義したとされる、強い者に対する弱い者の憤りや憎悪の感情をフランス語で何という?,ルサンチマン,ルサンチマン,,,,,
QA20QBIK-0053,山号を「蜂岡山」という、国宝第1号の弥勒菩薩像を所有していることで知られる京都市にある寺はどこ?,広隆寺,東寺,,,,,
QA20QBIK-0055,『旧約聖書』の「ノアの方舟」で、方舟から放たれたハトがくわえて戻ってきた植物は何?,オリーブ,"オリーブ。
",,,,,
QA20QBIK-0057,金属性元素の中で最も原子番号の小さい、原子番号3、元素記号Liの元素は何?,リチウム,"アルゴンです。
",,,,,
QA20QBIK-0059,フランス料理で、肉や魚を焼く途中にブランデーなどをふりかけ、大きく炎をあげて香りをつける料理技法を何という?,フランベ,"フランベ技法(Flambeaux)といいます。
",,,,,
QA20QBIK-0061,EUが主催する人権や思想をまもる活動を行った人物に贈られる賞に名前がつけられている、「ソ連水爆の父」と呼ばれた人物は誰?,アンドレイ・サハロフ,レオニード・ブレジネフ,,,,,
QA20QBIK-0063,現在のイスラエル北部にある都市で、イエス・キリストが幼少期から生涯を過ごしたとされる地はどこ?,ナザレ,ガリラヤ地方,,,,,
QA20QBIK-0065,フランスの作家アネット・チゾンとタラス・テイラーが生んだ、ピンクの体をした絵本の人気キャラクターは何?,バーバパパ,くまのプーさん,,,,,
QA20QBIK-0067,ジャニーズのグループ・V6のメンバーで独身なのは、坂本昌行と誰?,三宅健,長野博,,,,,
QA20QBIK-0069,ハンドラーと呼ばれる人間が犬に指示を与えながら、犬に障害物をクリアさせる競技のことを何という?,アジリティ,"アジリティー」といいます。
",,,,,
QA20QBIK-0071,1924年に解剖学者のレイモンド・ダートが発見し、「南のサル」という意味で名づけられた、化石人類は何?,アウストラロピテクス,"ジャワ島中部のマントルピース層から発見された骨格。
レイモンド・ダートは1924年に初めてこの化石を発見しました。
ジャワ島中部のマントルピース層は、ジャワ島の中央に位置しています。
ジャワ島は、アジア大陸の中央に位置する島です。
ジャワ島は、東南アジアにあります。
ジャワ島は、インドネシアにあります。
ジャワ島は、ジャワ島の中央部にある島です。
ジャワ島は、ジャワ島の中央部にある島です。
したがって、正解はジャワ島中部のマントルピース層です。
",,,,,
QA20QBIK-0073,塩化マグネシウムが主な成分である、豆腐の凝固剤に用いるものは何?,にがり,"にがりです。
",,,,,
QA20QBIK-0075,2018年に最初のシーズンが開幕した、日本の卓球リーグの通称は何?,Tリーグ (卓球),"Tリーグ 日本卓球リーグは、2018年4月に正式に設立されました。
Tリーグとは、卓球の国際競技連盟であるTennis Federation of Japanによって組織された卓球リーグです。
Tリーグは、日本卓球協会と日本卓球連盟によって運営されています。
卓球リーグは、国内リーグとインターナショナルリーグで構成されています。
インターナショナルリーグには、中国、韓国、台湾、日本、およびアメリカからの選手が参加します。
",,,,,
QA20QBIK-0077,江戸幕府11代将軍・徳川家斉の老中として、寛政の改革を推し進めた人物は誰?,松平定信,田沼意次,,,,,
QA20QBIK-0079,児童文学『母をたずねて三千里』で、主人公のマルコが母を訪ねて目指した国はどこだった?,アルゼンチン,"アルゼンチンです。
",,,,,
QA20QBIK-0081,1919年にインドで発布された、破壊活動の容疑者に対し令状なしの逮捕、裁判なしの投獄ができるように定めた法律を、制定した法律家の名前から何という?,ローラット法,"インド・プリーチャーズ法典またはインド・プリーチャーズ法典とは、インドの裁判所によって制定された1916年の法律であり、インド全土で適用されました。
この法律は、テロ行為やその他の破壊的行為の容疑者に対して、裁判所による令状なしの逮捕、裁判なしの投獄を認めています。
",,,,,
QA20QBIK-0083,ハチミツを乳幼児に与えてはいけない原因となっている、ハチミツに含まれていることがある細菌は何?,ボツリヌス菌,"ボツリヌス菌です。
ボツリヌス菌は、酸素のない条件で増殖する細菌の一種です。
そのため、ハチミツを乳幼児に与えると、ボツリヌス菌が乳児の体内に入り、食中毒を引き起こすことがあります。
",,,,,
QA20QBIK-0085,空が青く見える原因でもある、光の波長以下の大きさの粒子による散乱現象を、イギリスの物理学者の男爵名から何という?,レイリー散乱,レイリー散乱(Rayleigh散乱),,,,,
QA20QBIK-0087,セルビアの首都・ベオグラードの空港にその名がつけられている、交流電磁誘導の発見や磁束密度の単位に名を残すことで知られる電気技師は誰?,ニコラ・テスラ,ニコラ・テスラ,,,,,
QA20QBIK-0089,ミラ、ムーブ、タントなどの車両を製造している自動車メーカーはどこ?,ダイハツ工業,"ダイハツ工業です。
",,,,,
QA20QBIK-0091,アメリカ50州の名前のうち、方角がついているのは5つあります。それはノースカロライナ州、サウスカロライナ州、ノースダコタ州、サウスダコタ州どどこ?,ウェストバージニア州,"サウスダコタ州です。
",,,,,
QA20QBIK-0093,日本有数の恐竜化石の産出で知られ、県立の恐竜博物館も人気の福井県の都市はどこ?,勝山市,勝山市,,,,,
QA20QBIK-0095,イタリア語で「クリーム」という意味がある、エスプレッソの表面にみられる泡を何という?,クレマ,"フォームド・ラッテ・コルネッティ(Fondamente Latte Corneッティ)といいます。
",,,,,
QA20QBIK-0097,『Just the Way You Are』『Marry You』『24K Magic』などのヒット曲があるハワイ出身の歌手は誰?,ブルーノ・マーズ,ロイ・オービソン,,,,,
QA20QBIK-0099,「シロガネーゼ」などのう言葉を生み出した、光文社が発売している女性向け月刊ファッション雑誌は何?,VERY,"VERYです。
",,,,,
QA20QBIK-0101,「蓮華寺では下宿を兼ねた。」という書き出しで始まる、主人公・瀬川丑松の苦悩を描いた、島崎藤村の小説は何?,破戒 (小説),破戒者(1890年),,,,,
QA20QBIK-0103,春に紫・黄・白の花を咲かせる、和名を「三色スミレ」ともいう花は何?,パンジー,デイリリー,,,,,
QA20QBIK-0105,V6、関ジャニ∞、Hey! Say! JUMPなどが所属する芸能事務所はどこ?,ジャニーズ事務所,"ジャニーズ事務所です。
",,,,,
QA20QBIK-0107,小説『かがみの孤城』や『鍵のない夢を見る』などの作品で知られる作家は誰?,辻村深月,森見登美彦,,,,,
QA20QBIK-0109,チェワ語で「炎」という意味の国名を持つ、タンザニア、モザンビーク、ザンビアに囲まれたアフリカの国はどこ?,マラウイ,"ジブチ共和国です。
",,,,,
QA20QBIK-0111,人間の皮膚から分泌された皮脂や角質が、毛穴をふさいで固まったものを何という?,角栓,"栓状物質(かんじょうざいりょう)と呼びます。
",,,,,
QA20QBIK-0113,食器洗い機やエアコンなどが、システムキッチンや壁面と一体化するように設置されていることを、「作りつけの」という意味の英語で何という?,ビルトイン,"ビルダー・イン・フォームド・インテリア(builder in a furniture)とは、建物の室内装飾品を、その構造に合わせて適切に配置した内装仕上げのことです。
",,,,,
QA20QBIK-0115,アメリカの映画やドラマなどにもよく登場する、高校生たちが卒業記念に開くダンスパーティを何という?,プロム,"ホームカミング・パーティ(Homecoming Party)といいます。
",,,,,
QA20QBIK-0117,1987年に出版され、後に映画やテレビドラマにもなった、島田洋七のベストセラー小説は何?,佐賀のがばいばあちゃん,"佐賀リョーマ 1987年9月25日初版第1刷発行。
佐賀リョーマとは、島田洋七によるベストセラー小説で、1987年9月に初版が発行された。
島田洋七は、佐賀リョーマの映画化を熱望し、佐賀リョーマの映画化を実現させた。
島田洋七は、佐賀リョーマの映画化により、日本で初めての映画化作家となった。
",,,,,
QA20QBIK-0119,スペイン広場やトレビの泉などローマの観光名所が数多く登場する、オードリー・ヘップバーン主演の映画は何?,ローマの休日,"ローマの休日です。
",,,,,
QA20QBIK-0121,高度なテクニックを駆使し「ハワイのジミヘン」の異名で呼ばれる、日系5世のアメリカ人ウクレレ奏者は誰?,ジェイク・シマブクロ,ジェイク・シマブクロ,,,,,
QA20QBIK-0123,1536年に伊達稙宗が制定した、全171条からなる、陸奥国の分国法は何?,塵芥集,"奥羽永承制国家構想(おううちえいしょうせいこくこうそう)です。
",,,,,
QA20QBIK-0125,1605年にイギリス国王ジェームズ1世の暗殺を謀った人物で、「ナイスガイ」という言葉の元になったのは誰?,ガイ・フォークス,"ジョン・ボーフォート公爵 1605年、イングランド国教会の牧師であるジョン・ボーフォート公爵が、ジェームズ1世の暗殺を計画しました。
この陰謀により、彼は逮捕され、処刑されました。
この陰謀は、イングランドのプロテスタントに対する弾圧を引き起こし、多くの人々が迫害や虐殺の対象となりました。
この陰謀の中心的な役割を果たしていたとされる人物として、ナイスガイという言葉が生まれました。
",,,,,
QA20QBIK-0127,「ジャスミン寺」という別名もある、1854年に日米和親条約の細則「下田条約」が締結された寺はどこ?,了仙寺,"妙円寺 静岡県下田市 1854年8月26日 日米和親条約細則下田条約調印式 下田条約とは、日本とアメリカの間で結ばれた条約で、下田条約は1855年8月26日に締結されました。
この条約により、下田港が開港され、日本とアメリカの関係が強化されました。
",,,,,
QA20QBIK-0129,男を見る目がなくダメ男ばかり好きになってしまう女たちの姿を描いた、倉田真由美の漫画は何?,だめんず・うぉ〜か〜,"あげまん」です。
",,,,,
QA20QBIK-0131,アメリカ、フランス、中国、日本にある、ミッキーマウスなどのキャラクターが出迎えてくれるテーマパークは何?,ディズニーランド,ディズニーランド・パリ,,,,,
QA20QBIK-0133,映画『ローマの休日』の、ヒロインがシェラートを食べるシーンでも有名な、イタリア・ローマにある広場はどこ?,スペイン広場 (ローマ),コルソ・イタリア,,,,,
QA20QBIK-0135,乳がんの早期発見・治療を呼びかける運動のことを、シンボルとなっているリボンの色から何という?,ピンクリボン,"ピンクリボン運動」といいます。
",,,,,
QA20QBIK-0137,青紫色の花の汁で布を染めたり文字を書いたりしたことから、「書き付け花」が転じた名前がつけられたといわれる、アヤメ科の花は何?,カキツバタ,アイリス,,,,,
QA20QBIK-0139,日本神話で、ニニギが地上に舞い降りる際に天の八衢まで迎えに出向き、道案内をしたと伝えられる神は誰?,サルタヒコ,"猿田彦神(さるたひこ)。
",,,,,
QA20QBIK-0141,ハワイ・カウアイ島を舞台に、ヒロインの少女とエイリアンとの交流を描いたディズニー映画は何?,リロ・アンド・スティッチ,"モアナです。
",,,,,
QA20QBIK-0143,アルファベットのI、V、X、Cを組み合わせて表される、時計の文字盤などに使われる数字は何?,ローマ数字,12,,,,,
QA20QBIK-0145,アメリカ人労働者が、工具のねじ回しをマドラーがわりにして即席で作ったことから、英語で「ねじ回し」という意味の名前がつけられたカクテルは何?,スクリュー・ドライバー,モヒート,,,,,
QA20QBIK-0147,鮮やかな赤色が日の出のように見えることから名付けられた、テキーラにオレンジジュースとグレナデン・シロップを加えたカクテルは何?,テキーラ・サンライズ,"マルガリータ」です。
",,,,,
QA20QBIK-0149,ノーマル、ソニック、ガンマンなど様々な種類の技がある、筆記用具を指で回す遊びは何?,ペン回し,"ペン回しです。
",,,,,
QA20QBIK-0151,1991年には映画化もされた、丘の上の洋館に暮らす一家を中心に物語が進む、アメリカのホラーコメディドラマは何?,アダムス・ファミリー,"モリー・リングウォルド・ショー」です。
",,,,,
QA20QBIK-0153,1582年、織田軍の滝川一益らに攻められ、武田勝頼らが自刃した山はどこ?,天目山,天目山(山梨県甲州市),,,,,
QA20QBIK-0155,「1日に1回地球を回る」ということと、「いつも地球を同じ方向から見ている」ということから名づけられた、日本の静止気象衛星の愛称は何?,ひまわり (気象衛星),"ひまわり8号(Hayakawa-8)です。
",,,,,
QA20QBIK-0157,1921年にイギリスで初めて発売された、バインダー式で、中身の用紙を交換できるタイプの手帳を何という?,システム手帳,"マンスリー・プランナーズ・ブックカバー・カンパニーが製造したマンスリー・プランナーズ・ブックカバー・カンパニー手帳。
この会社は1921年に初めてイギリスで手帳を発売しました。
この手帳は、用紙を交換することで、1年間の記録やスケジュール管理ができます。
",,,,,
QA20QBIK-0159,女性の礼装で、昼用の襟ぐりがあいていないものを「ローブモンタント」というのに対し、夜用の襟ぐりが広くあいたものを何という?,ローブデコルテ,ガウンコート,,,,,
QA20QBIK-0161,モータースポーツのサーキットで、車を減速させるためにコースに設けられる、連続した小さいカーブを何という?,シケイン,ターンパイク・ストレート・フォー・コーナーズ,,,,,
QA20QBIK-0163,都営浅草線の「大門駅」、都営三田線の「御成門駅」の名前の由来となったのは、何というお寺にある門?,増上寺,"増上寺 大殿 東京都港区芝公園四丁目3番1号 最終的な答え:増上寺 大殿。
",,,,,
QA20QBIK-0165,月面にある暗い平坦な部分を「海」といいますが、この「海」のうち、最も面積が広大なものを特に何という?,嵐の大洋,中央丘,,,,,
QA20QBIK-0167,アメリカの州で、方角の「西」を意味する単語が名前についている唯一の州は何州?,ウェストバージニア州,"カリフォルニアです。
",,,,,
QA20QBIK-0169,別名「糸桜」ともいわれる、枝が地面の方へ向かって垂れる桜の一種は何?,シダレザクラ,染井吉野,,,,,
QA20QBIK-0171,「ヒップハンガー」ともいう、腰骨に引っ掛けるようにしてはく、股上の浅いボトムのことを何という?,ローライズ,"スラックスパンツ。
",,,,,
QA20QBIK-0173,両端が斜めにカットされ、ペン先のような形をしたショートパスタの一種は何?,ペンネ,"リガトーニ ロングパスタの一種です。
イタリア料理でよく使われるショートパスタです。
",,,,,
QA20QBIK-0175,大阪の天満天神繁昌亭や東京の新宿末廣亭など、落語や講談などを興行する大衆的な演芸場を何という?,寄席,"寄席(よせ)または寄席小屋(よせごや)と呼ばれています。
",,,,,
QA20QBIK-0177,イワシやサバなどに多く含まれ、血液中のコレステロール値を下げる働きがあるとされる、「EPA」と略される脂肪酸は何?,エイコサペンタエン酸,"エイコサペンタエン酸(EPA)。
",,,,,
QA20QBIK-0179,日本では綾戸智絵、中島美嘉、本田美奈子らがカバーした、18世紀のイギリスの神父ジョン・ニュートンが作詞した賛美歌は何?,アメイジング・グレイス,おおぞらを仰ぎ見れば 神の栄光が見える おおぞらの輝きに照らされて 我らの心も輝く おおぞらの光に導かれて 我らは進む おおぞらの光に導かれて 我らは進む おおぞらの光に導かれて 我らは進む おおぞらの光に導かれて 我らは進む おおぞらの光に導かれて 我らは進む おおぞらの光に導かれて 我らは進む おおぞらの光に導かれて 我らは進む おおぞらの光に導かれて 我らは進む おおぞらの光,,,,,
QA20QBIK-0181,中世ヨーロッパのオペラ界を席巻した、ボーイソプラノを維持する目的で去勢された男性歌手を何という?,カストラート,"コルンバ・ボーイソプラノ(コルンバ・ボーイソプラノ)とは、中世のイタリアで発展したボーイソプラノの歌唱スタイルです。
コルンバ・ボーイソプラノは、ボーイソプラノの歌唱技術の発展に大きな役割を果たしました。
ボーイソプラノは、声楽の訓練を受けていない少年によっても歌われますが、コルンバ・ボーイソプラノは、声楽の訓練を受けた少年によってのみ歌われるべきとされています。
ボーイソプラノは、声楽の訓練を受けていない少年によっても歌われますが、コルンバ・ボーイソプラノは、声楽の訓練を受けた少年によってのみ歌われるべきとされています。
",,,,,
QA20QBIK-0183,一般にボウリングのピンやレーンの素材として使われる木は何?,カエデ,"メープルウッドです。
",,,,,
QA20QBIK-0185,1600年に豊後に漂着し、後に徳川家康に外交顧問として重用され、「三浦按針」と名乗ったイギリス人は誰?,ウィリアム・アダムス,ウィリアム・アダムス,,,,,
QA20QBIK-0187,お寺で、参拝者や修行者が泊まるために作られた宿泊施設のことを何という?,宿坊,"宿坊(しゅくぼう)といいます。
",,,,,
QA20QBIK-0189,世界中にいる熱心なファンが「ビリーバー」と呼ばれる、YouTubeでの活動をきっかけにデビューした、カナダ出身のミュージシャンは誰?,ジャスティン・ビーバー,ジャスティン・ビーバー,,,,,
QA20QBIK-0191,ヒンディー語で「細かいもの」という意味がある、ひき肉を炒めて作る、汁気の少ないインドのカレーは何?,キーマカレー,"コルカタ・インド風カレー(コルカタ・インド風)。
",,,,,
QA20QBIK-0193,1983年にスペースシャトル「チャレンジャー」で宇宙に飛び立ち、「気分はEチケット」という名言を残した、アメリカ初の女性宇宙飛行士は誰?,サリー・ライド,サリー・ライドマン・スミス,,,,,
QA20QBIK-0195,『白いブランコ』や『また君に恋してる』などの曲で知られる兄弟フォークデュオは何?,ビリーバンバン,"海援隊です。
",,,,,
QA20QBIK-0197,戦後日本で多く発刊された、質の悪い紙で印刷された大衆雑誌のことを、粗悪な焼酎に例えて何雑誌という?,カストリ雑誌,"人民公社新聞 大衆雑誌とは、大衆向けの出版物であり、通常、低品質の紙とインクを使用します。
粗悪な焼酎は、大衆向け出版物の質の悪い紙で作られています。
そのため、答えは「人民公社新聞」です。
",,,,,
QA20QBIK-0199,日本競馬史上初の三冠馬であるセントライトが生まれ育った、岩手県の農場はどこ?,小岩井農場,南部盛岡競馬場,,,,,
QA20QBIK-0201,1930年、インドでマハトマ・ガンジーが中心となって行ったイギリスの植民地政府に対する抗議行動を、ある製品の専売に反対したことから「何の行進」といった?,塩の行進,インド大反乱,,,,,
QA20QBIK-0203,アフリカの国・ボツワナ共和国の面積のおよそ7割を占める、アフリカ大陸南部に広がる砂漠は何?,カラハリ砂漠,オカバンゴ・デルタ,,,,,
QA20QBIK-0205,一般に子持ちコンブについている「子」とは、何の魚の卵?,ニシン,ワカメ,,,,,
QA20QBIK-0207,ヤマト、セタなどの種類がいる、宍道湖や十三湖が漁獲地として有名な二枚貝は何?,シジミ,バイガイ,,,,,
QA20QBIK-0209,大リーグ30球団のうち、日本人選手が在籍したことのない唯一のチームはどこ?,シンシナティ・レッズ,"サンフランシスコ・ジャイアンツです。
",,,,,
QA20QBIK-0211,細菌学者の野口英世が黄熱病で倒れ死去した、現在のガーナ共和国の首都はどこ?,アクラ,"アシャンティです。
",,,,,
QA20QBIK-0213,ゆでた大豆に白カビを使って発酵させた食品で、作り方が良く似ていることから、「インドネシア風納豆」とよばれるものは何?,テンペ,"テンペです。
",,,,,
QA20QBIK-0215,日清食品の「カップヌードル」が世間に広まるきっかけとなったことでも知られる、1972年に起きた立てこもり事件は何?,あさま山荘事件,"連合赤軍によるあさま山荘事件です。
",,,,,
QA20QBIK-0217,イスラム教でお祈りに使われる言葉「アッラーフ・アクバル」が国旗に描かれている、バグダッドを首都とする中東の国はどこ?,イラク,"イラク共和国です。
",,,,,
QA20QBIK-0219,1984年から2000年代前半まで発行されていた千円札D号券の肖像画に描かれていた人物は誰?,夏目漱石,福沢諭吉,,,,,
QA20QBIK-0221,節分の日に、その年の歳徳神のいる方角に向かって丸かじりする、七福神にちなんだ七種類の具材を入れた太巻き寿司を何という?,恵方巻,"恵方巻(えほうまき)。
",,,,,
QA20QBIK-0223,病院で患者を運ぶ時などに使われる、車輪とベルトの付いた移動用ベッドを何という?,ストレッチャー,ストレッチャーチェアリフトアップシートリフトアップベッドリフトアップ式車椅子,,,,,
QA20QBIK-0225,お惣菜を指す「デリ」は何という言葉の略?,デリカテッセン,"デリカシーのない人を表す言葉です。
",,,,,
QA20QBIK-0227,秋田の角館、島根の津和野、岐阜県の郡上八幡、兵庫県の出石に共通する、街並みや風情にちなんだ異名は何?,小京都,柳町通り,,,,,
QA20QBIK-0229,「ワカメ」「タケノコ」「フキノトウ」のうち、春の季語ではないものはどれ?,タケノコ,"フキノトウ。
",,,,,
QA20QBIK-0231,1970年代に連載が始まり、少年少女の間でテニスブームを起こした、山本鈴美香の漫画は何?,エースをねらえ!,エースをねらえ!,,,,,
QA20QBIK-0233,地球上の岩石を、成り立つ過程によって大きく3つに分けると、火成岩、堆積岩と何?,変成岩,"堆積岩とは、岩石が長い時間をかけて地中に堆積したものです。
",,,,,
QA20QBIK-0235,「面舵」と「取舵」のうち、船の舳先を右に向けるときの舵の取り方はどっち?,面舵,"取舵です。
",,,,,
QA20QBIK-0237,リキュールの「グランマルニエ」と「コアントロー」に共通して使われる果物は何?,オレンジ,"オレンジ果汁です。
",,,,,
QA20QBIK-0239,棒のまわりに生地を塗りつけながら焼くために、生地が年輪状になる、ドイツ生まれのケーキは何?,バウムクーヘン,バウムクーヘン,,,,,
QA20QBIK-0241,1967年に出版された、赤ちゃんをあやす遊びを題名にした、松谷みよ子の絵本は何?,いないいないばあ,いないいないばあ 松谷みよ子 1967年 松谷みよ子 作 松谷みよ子 絵 いわさきちひろ 松谷みよ子 監修 瀬川昌男 松谷みよ子 出版社 講談社 1967年 松谷みよ子 発行日 1967-03-19 松谷みよ子 初版本 松谷みよ子 初版本 1967-03-19 松谷みよ子 再版本 松谷みよ子 再版本 松谷みよ子 改訂版 松谷みよ子 改訂版 松谷みよ子 改訂版 松谷みよ子 改訂版 松谷,,,,,
QA20QBIK-0243,鎌倉の建長寺に由来するともいわれる、崩した豆腐や、ニンジン、ゴボウなどの野菜を入れた汁物料理は何?,けんちん汁,"けんちん汁」です。
",,,,,
QA20QBIK-0245,イタリア語で「焼いた土」という意味がある、陶器や建築部材などに用いられる粘土を何という?,テラコッタ,テラコッタ粘土,,,,,
QA20QBIK-0247,1949年に発売された最初のお年玉付年賀ハガキで、第1号の特等の商品は何だった?,ミシン,"切手シート。
",,,,,
QA20QBIK-0249,悪玉コレステロールを抑制する効果がある、ヒマワリ油、ベニバナ油、オリーブ油などに多く含まれる不飽和脂肪酸は何?,オレイン酸,"オメガ3脂肪酸です。
",,,,,
QA20QBIK-0251,摘む時期によって、春はファーストフラッシュ、夏はセカンドフラッシュ、秋はオータムフラッシュと呼ばれ、香りが異なるという紅茶の品種は何?,ダージリン,ダージリンティー,,,,,
QA20QBIK-0253,日本現代詩人会が優れた新人に与える、「詩壇の芥川賞」 とも呼ばれる賞は何?,H氏賞,"新人賞 日本現代詩人会は、優れた新人に与えられる「新人賞」を、日本現代詩人会の新人賞として授与しています。
この賞は、新人の作品を奨励するために創設されました。
新人賞は、新人の作品を広く紹介することを目的としており、新人作家の登竜門となっています。
",,,,,
QA20QBIK-0255,クロッケーに着想を得て1940年代に日本で考案された、5人1組の2チーム対抗で行われるスポーツは何?,ゲートボール,"ゴルフボール競技(ゴルフ)。
",,,,,
QA20QBIK-0257,清少納言の『枕草子』で、水晶や藤の花などとともに「上品なもの」として述べている食べ物は何?,かき氷,"貝類。
",,,,,
QA20QBIK-0259,甲羅の下の手足が出る穴から炎を噴射し、 自ら回転しながら空を飛ぶ、亀をモチーフにした怪獣映画のキャラクターは何?,ガメラ,"ガメラ2 邪悪龍ギャオスです。
",,,,,
